-4.347266881028938101e+00,-1.110223024625156540e-16,4.737615653508779445e+00
-4.868453979457731506e+00,-5.000000000000000000e-01,4.045977013443481596e+00
-4.868453979457731506e+00,4.999999999999998890e-01,4.045977013443481596e+00
-5.389641077886525800e+00,-1.000000000000000000e+00,3.354338373378183746e+00
-5.389641077886525800e+00,-2.775557561562891351e-17,3.354338373378183746e+00
-5.389641077886525800e+00,1.000000000000000000e+00,3.354338373378183746e+00
-5.910828176315320093e+00,-1.500000000000000000e+00,2.662699733312885897e+00
-5.910828176315320093e+00,-5.000000000000000000e-01,2.662699733312885897e+00
-5.910828176315320093e+00,5.000000000000000000e-01,2.662699733312885897e+00
-5.910828176315319205e+00,1.500000000000000222e+00,2.662699733312885897e+00
-6.432015274744113498e+00,-2.000000000000000000e+00,1.971061093247588047e+00
-6.432015274744113498e+00,-9.999999999999998890e-01,1.971061093247588047e+00
-6.432015274744113498e+00,5.551115123125782702e-17,1.971061093247588047e+00
-6.432015274744113498e+00,1.000000000000000222e+00,1.971061093247588047e+00
-6.432015274744113498e+00,2.000000000000000000e+00,1.971061093247588047e+00
7.189615360327470839e+00,-8.175424098435003779e-16,1.971061093247588936e+00
6.566648819280972660e+00,-5.000000000000006661e-01,2.572652889016581845e+00
6.566648819280973548e+00,4.999999999999991673e-01,2.572652889016581845e+00
5.943682278234475369e+00,-1.000000000000000666e+00,3.174244684785575643e+00
5.943682278234475369e+00,-6.510089561497268968e-16,3.174244684785574755e+00
5.943682278234475369e+00,9.999999999999993339e-01,3.174244684785574755e+00
5.320715737187977190e+00,-1.500000000000000666e+00,3.775836480554568553e+00
5.320715737187977190e+00,-5.000000000000005551e-01,3.775836480554568553e+00
5.320715737187977190e+00,4.999999999999993894e-01,3.775836480554568553e+00
5.320715737187977190e+00,1.499999999999999556e+00,3.775836480554568553e+00
4.697749196141479011e+00,-2.000000000000000444e+00,4.377428276323561462e+00
4.697749196141479011e+00,-1.000000000000000444e+00,4.377428276323561462e+00
4.697749196141479011e+00,-4.844755024559534157e-16,4.377428276323561462e+00
4.697749196141479011e+00,9.999999999999996669e-01,4.377428276323561462e+00
4.697749196141479899e+00,1.999999999999999334e+00,4.377428276323561462e+00
5.999999999999999778e-01,-2.922376366382919545e-17,7.230053696330256408e+00
1.384885567221395775e+00,4.999999999999998335e-01,6.864055545559589078e+00
